date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2011-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,16.0,0.3543
2011-03-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,16.0,0.3543
2011-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.0,0.4746
2011-04-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.5424
2011-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.35,0.4777
2011-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.537
2011-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,20.38,0.4553
2011-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.5362
2011-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.76,0.4439
2011-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.0,0.5167
2011-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,20.0,0.4411
2011-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.0,0.5073
2011-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,20.09,0.4224
2011-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.0,0.4294
2011-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.36,0.4777
2011-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.42,0.3836
2011-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.0,0.3551
2012-01-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.0,0.4464
2012-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.0,0.3848
2012-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.0,0.3779
2012-03-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,24.63,0.4899
2012-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,18.87,0.364
2012-04-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.73,0.4578
2012-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.0,0.3532
2012-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,24.74,0.4599
2012-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,19.0,0.3431
2012-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,25.0,0.4514
2012-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,14.33,0.2556
2012-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.42,0.4177
2012-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,14.25,0.2567
2012-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.0,0.4143
2012-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,14.0,0.2583
2012-09-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,23.8,0.439
2012-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,15.0,0.2832
2012-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,27.85,0.5258
2012-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,15.0,0.2745
2012-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,15.08,0.2759
2012-12-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,27.0,0.4941
2013-01-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.0,0.3847
2013-01-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,27.82,0.5096
2013-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,22.0,0.4051
2013-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,22.0,0.4073
2013-03-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,28.94,0.5357
2013-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,22.0,0.4034
2013-04-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,28.13,0.5158
2013-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.22,0.3874
2013-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,28.88,0.5272
2013-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,21.65,0.3726
2013-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4992
2013-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,22.76,0.3806
2013-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4849
2013-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.3908
2013-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4722
2013-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.3711
2013-09-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4484
2013-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,24.0,0.3881
2013-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,28.76,0.4651
2013-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,24.69,0.3921
2013-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.5,0.4424
2013-12-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4666
2014-01-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.21,0.4419
2014-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.0,0.4337
2014-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.0,0.4418
2014-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.0,0.4483
2014-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,26.8,0.4508
2014-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.5,0.4617
2014-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.08,0.4882
2014-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.71,0.4775
2014-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.1,0.484
2014-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4772
2014-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4772
2014-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4746
2014-09-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.05,0.4755
2014-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4725
2014-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4725
2014-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.43,0.4608
2014-11-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,29.59,0.4797
2014-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.0,0.4275
2014-12-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.475
2015-01-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.93,0.45
2015-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.29,0.4579
2015-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.67,0.4611
2015-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,27.47,0.4406
2015-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.0,0.4414
2015-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.473
2015-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.0,0.437
2015-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.4682
2015-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.0,0.4409
2015-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.4724
2015-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.0,0.43
2015-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.4607
2015-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,28.76,0.4329
2015-09-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.94,0.4657
2015-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4477
2015-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.0,0.4941
2015-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.08,0.4405
2015-11-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.0,0.4847
2015-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4338
2015-12-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.0,0.4787
2016-01-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.428
2016-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4257
2016-02-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.35,0.4749
2016-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4305
2016-03-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.18,0.448
2016-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4351
2016-04-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.4501
2016-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4338
2016-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.0,0.4488
2016-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4324
2016-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,30.42,0.4536
2016-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.432
2016-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,31.0,0.4618
2016-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4339
2016-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,31.0,0.4638
2016-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4338
2016-09-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,31.0,0.4637
2016-10-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4344
2016-10-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,31.0,0.4644
2016-11-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,31.95,0.4714
2016-11-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.6,0.481
2016-12-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5011
2016-12-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.4864
2017-01-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5008
2017-01-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.4861
2017-02-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5086
2017-02-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.4936
2017-03-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5181
2017-03-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.5029
2017-04-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5269
2017-04-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.5114
2017-05-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5309
2017-05-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.5153
2017-06-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5268
2017-06-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.5113
2017-07-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5278
2017-07-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,33.0,0.5123
2017-08-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5303
2017-08-15,Karnataka,Dharwad,Dharwad,15.466667,75.016667,cereals and tubers,Wheat,KG,actual,Retail,INR,32.65,0.5093
2017-09-15,Karnataka,Bangalore Urban,Bengaluru,12.962299,77.576943,cereals and tubers,Wheat,KG,actual,Retail,INR,34.0,0.5303
